# Radiu		Density
1.537500000000000311e+00	1.876713478096509596e-02
3.075000000000000622e+00	3.351274068029481967e-02
4.612499999999998934e+00	3.341866982926239293e-02
6.150000000000001243e+00	2.874245867355014819e-02
7.687500000000000000e+00	3.097090002104623679e-02
9.224999999999997868e+00	3.347836863857139855e-02
1.076249999999999574e+01	3.280554268798624440e-02
1.230000000000000249e+01	3.435088969770336981e-02
1.383750000000000213e+01	3.310914638392999099e-02
1.537500000000000000e+01	3.052833425316893098e-02
1.691250000000000497e+01	3.025798870526194215e-02
1.844999999999999574e+01	3.310642332057733839e-02
1.998750000000000426e+01	3.297920451026031124e-02
2.152499999999999147e+01	3.446931397308273387e-02
2.306250000000000000e+01	3.343484524501049576e-02
2.460000000000000497e+01	3.369494587234296568e-02
2.613749999999999574e+01	3.346843987254118774e-02
2.767500000000000426e+01	3.201712674728670466e-02
2.921249999999998792e+01	3.119328049767028724e-02
3.075000000000000000e+01	3.205435392839981606e-02
3.228750000000000853e+01	3.231786929172538597e-02
3.382500000000000995e+01	3.329914830277943411e-02
3.536249999999999005e+01	3.365276319127843974e-02
3.689999999999999147e+01	3.396658853839124720e-02
3.843750000000000000e+01	3.406427740087460132e-02
3.997500000000000853e+01	3.286733556676619400e-02
4.151250000000000995e+01	3.333756887961816795e-02
4.304999999999998295e+01	3.402180743309962674e-02
4.458749999999999147e+01	3.352209179382066584e-02
4.612500000000000000e+01	3.350794886750777662e-02
4.766250000000001563e+01	3.268054564359979680e-02
4.920000000000000995e+01	3.097386257657877909e-02
5.073749999999999005e+01	2.896893898292443592e-02
5.227499999999999147e+01	2.588307639180525282e-02
5.381250000000000000e+01	2.119426679244906103e-02
5.535000000000000853e+01	1.650458899828240178e-02
5.688750000000002416e+01	1.154732052489036015e-02
5.842499999999997584e+01	7.188359754927605740e-03
5.996250000000000568e+01	4.039414400985029754e-03
6.150000000000000000e+01	1.965183486107615219e-03
6.303749999999999432e+01	7.919748674755295367e-04
6.457500000000001705e+01	2.748299848576919615e-04
6.611249999999998295e+01	7.330461085017453502e-05
6.765000000000001990e+01	1.708006512271492510e-05
6.918750000000000000e+01	4.738377743047922233e-06
7.072499999999998010e+01	0.000000000000000000e+00
7.226250000000001705e+01	0.000000000000000000e+00
7.379999999999998295e+01	0.000000000000000000e+00
7.533750000000001990e+01	0.000000000000000000e+00
7.687500000000000000e+01	0.000000000000000000e+00
7.841249999999998010e+01	0.000000000000000000e+00
7.995000000000001705e+01	0.000000000000000000e+00
8.148749999999998295e+01	0.000000000000000000e+00
8.302500000000001990e+01	0.000000000000000000e+00
8.456250000000000000e+01	0.000000000000000000e+00
8.609999999999996589e+01	0.000000000000000000e+00
8.763750000000003126e+01	0.000000000000000000e+00
8.917499999999998295e+01	0.000000000000000000e+00
9.071250000000003411e+01	0.000000000000000000e+00
9.225000000000000000e+01	0.000000000000000000e+00
9.378749999999996589e+01	0.000000000000000000e+00
9.532500000000003126e+01	0.000000000000000000e+00
9.686249999999998295e+01	0.000000000000000000e+00
9.840000000000001990e+01	0.000000000000000000e+00
9.993750000000000000e+01	0.000000000000000000e+00
1.014749999999999801e+02	0.000000000000000000e+00
1.030125000000000171e+02	0.000000000000000000e+00
1.045499999999999829e+02	0.000000000000000000e+00
1.060875000000000483e+02	0.000000000000000000e+00
1.076250000000000000e+02	0.000000000000000000e+00
1.091624999999999517e+02	0.000000000000000000e+00
1.107000000000000171e+02	0.000000000000000000e+00
